,billid,firstname,lastname,state,primaryorco,billstage,chambername,civid
582,32,,Murray,,Primary,INTRODUCED,Representative,
583,32,,Blumenthal,,Co,INTRODUCED,Representative,
584,32,,Booker,,Co,INTRODUCED,Representative,
585,32,,Duckworth,,Co,INTRODUCED,Representative,
586,32,,Franken,,Co,INTRODUCED,Representative,
587,32,,Gillibrand,,Co,INTRODUCED,Representative,
588,32,,Hassan,,Co,INTRODUCED,Representative,
589,32,,Hirono,,Co,INTRODUCED,Representative,
590,32,,Markey,,Co,INTRODUCED,Representative,
591,32,,Menendez,,Co,INTRODUCED,Representative,
592,32,,Merkley,,Co,INTRODUCED,Representative,
593,32,,Shaheen,,Co,INTRODUCED,Representative,
594,32,,Warren,,Co,INTRODUCED,Representative,
595,32,,Wyden,,Co,INTRODUCED,Representative,
596,33,,Gottheimer,,Primary,INTRODUCED,Representative,
597,33,,Jeffries,,Co,INTRODUCED,Representative,
598,33,,Blumenauer,,Co,INTRODUCED,Representative,
599,33,,Schakowsky,,Co,INTRODUCED,Representative,
600,33,,Tsongas,,Co,INTRODUCED,Representative,
601,33,Wasserman,Schultz,,Co,INTRODUCED,Representative,
602,33,,Peters,,Co,INTRODUCED,Representative,
603,33,,Grijalva,,Co,INTRODUCED,Representative,
604,33,,Delaney,,Co,INTRODUCED,Representative,
605,33,,Polis,,Co,INTRODUCED,Representative,
606,33,,Cicilline,,Co,INTRODUCED,Representative,
607,33,,Sherman,,Co,INTRODUCED,Representative,
608,33,,Connolly,,Co,INTRODUCED,Representative,
609,33,,Speier,,Co,INTRODUCED,Representative,
610,33,,Norton,,Co,INTRODUCED,Representative,
611,33,,Cárdenas,,Co,INTRODUCED,Representative,
612,33,,Capuano,,Co,INTRODUCED,Representative,
613,33,,DelBene,,Co,INTRODUCED,Representative,
614,33,Watson,Coleman,,Co,INTRODUCED,Representative,
615,33,,Lee,,Co,INTRODUCED,Representative,
616,33,,Langevin,,Co,INTRODUCED,Representative,
617,33,,Pingree,,Co,INTRODUCED,Representative,
618,33,,Himes,,Co,INTRODUCED,Representative,
619,33,,Adams,,Co,INTRODUCED,Representative,
620,33,,Pocan,,Co,INTRODUCED,Representative,
621,33,,Nadler,,Co,INTRODUCED,Representative,
622,33,,Lowenthal,,Co,INTRODUCED,Representative,
623,33,,Crowley,,Co,INTRODUCED,Representative,
624,33,,Lowey,,Co,INTRODUCED,Representative,
625,33,,Quigley,,Co,INTRODUCED,Representative,
626,33,,Takano,,Co,INTRODUCED,Representative,
627,33,,Pascrell,,Co,INTRODUCED,Representative,
628,33,,Kildee,,Co,INTRODUCED,Representative,
629,33,,Meng,,Co,INTRODUCED,Representative,
630,33,,Schneider,,Co,INTRODUCED,Representative,
631,33,,Crist,,Co,INTRODUCED,Representative,
632,33,,Coffman,,Co,INTRODUCED,Representative,
633,34,,Love,,Co,INTRODUCED,Senator,
634,34,Jackson,Lee,,Co,INTRODUCED,Senator,
635,35,,Harris,,Primary,,,
636,35,,Paul,,Co,,,
637,36,,DeSaulnier,,Primary,INTRODUCED,Representative,
638,36,,Lee,,Co,INTRODUCED,Representative,
639,37,,,,Co,INTRODUCED,Senator,
640,38,,Leahy,,Primary,INTRODUCED,Representative,
641,38,,Durbin,,Co,INTRODUCED,Representative,
642,38,,Baldwin,,Co,INTRODUCED,Representative,
643,38,,Bennet,,Co,INTRODUCED,Representative,
644,38,,Blumenthal,,Co,INTRODUCED,Representative,
645,38,,Booker,,Co,INTRODUCED,Representative,
646,38,,Brown,,Co,INTRODUCED,Representative,
647,38,,Cantwell,,Co,INTRODUCED,Representative,
648,38,,Cardin,,Co,INTRODUCED,Representative,
649,38,,Carper,,Co,INTRODUCED,Representative,
650,38,,Casey,,Co,INTRODUCED,Representative,
651,38,,Coons,,Co,INTRODUCED,Representative,
652,38,Cortez,Masto,,Co,INTRODUCED,Representative,
653,38,,Donnelly,,Co,INTRODUCED,Representative,
654,38,,Duckworth,,Co,INTRODUCED,Representative,
655,38,,Feinstein,,Co,INTRODUCED,Representative,
656,38,,Franken,,Co,INTRODUCED,Representative,
657,38,,Gillibrand,,Co,INTRODUCED,Representative,
658,38,,Harris,,Co,INTRODUCED,Representative,
659,38,,Hassan,,Co,INTRODUCED,Representative,
660,38,,Heinrich,,Co,INTRODUCED,Representative,
661,38,,Heitkamp,,Co,INTRODUCED,Representative,
662,38,,Hirono,,Co,INTRODUCED,Representative,
663,38,,Kaine,,Co,INTRODUCED,Representative,
664,38,,King,,Co,INTRODUCED,Representative,
665,38,,Klobuchar,,Co,INTRODUCED,Representative,
666,38,,Markey,,Co,INTRODUCED,Representative,
667,38,,McCaskill,,Co,INTRODUCED,Representative,
668,38,,Menendez,,Co,INTRODUCED,Representative,
669,38,,Merkley,,Co,INTRODUCED,Representative,
670,38,,Murphy,,Co,INTRODUCED,Representative,
671,38,,Murray,,Co,INTRODUCED,Representative,
672,38,,Nelson,,Co,INTRODUCED,Representative,
673,38,,Peters,,Co,INTRODUCED,Representative,
674,38,,Reed,,Co,INTRODUCED,Representative,
675,38,,Sanders,,Co,INTRODUCED,Representative,
676,38,,Schatz,,Co,INTRODUCED,Representative,
677,38,,Schumer,,Co,INTRODUCED,Representative,
678,38,,Shaheen,,Co,INTRODUCED,Representative,
679,38,,Stabenow,,Co,INTRODUCED,Representative,
680,38,,Tester,,Co,INTRODUCED,Representative,
681,38,,Udall,,Co,INTRODUCED,Representative,
682,38,Van,Hollen,,Co,INTRODUCED,Representative,6
683,38,,Warner,,Co,INTRODUCED,Representative,
684,38,,Warren,,Co,INTRODUCED,Representative,
685,38,,Whitehouse,,Co,INTRODUCED,Representative,
686,38,,Wyden,,Co,INTRODUCED,Representative,
687,39,,Clyburn,,Co,,,
688,39,,Pelosi,,Co,,,
689,39,,Conyers,,Co,,,
690,39,,Hoyer,,Co,,,
691,39,,Adams,,Co,,,
692,39,,Barragán,,Co,,,
693,39,,Bass,,Co,,,
694,39,,Beatty,,Co,,,
695,39,,Bera,,Co,,,
696,39,,Beyer,,Co,,,
697,39,,Blumenauer,,Co,,,
698,39,Blunt,Rochester,,Co,,,
699,39,,Bonamici,,Co,,,
700,39,,Bustos,,Co,,,
701,39,,Butterfield,,Co,,,
702,39,,Capuano,,Co,,,
703,39,,Carbajal,,Co,,,
704,39,,Cárdenas,,Co,,,
705,39,,Cartwright,,Co,,,
706,39,,Cicilline,,Co,,,
707,39,,Clay,,Co,,,
708,39,,Cohen,,Co,,,
709,39,,Connolly,,Co,,,
710,39,,Costa,,Co,,,
711,39,,Crist,,Co,,,
712,39,,Crowley,,Co,,,
713,39,,Cummings,,Co,,,
714,39,,DeFazio,,Co,,,
715,39,,DeGette,,Co,,,
716,39,,Delaney,,Co,,,
717,39,,DeLauro,,Co,,,
718,39,,DelBene,,Co,,,
719,39,,Demings,,Co,,,
720,39,,Deutch,,Co,,,
721,39,,Dingell,,Co,,,
722,39,,Ellison,,Co,,,
723,39,,Engel,,Co,,,
724,39,,Eshoo,,Co,,,
725,39,,Espaillat,,Co,,,
726,39,,Evans,,Co,,,
727,39,,Foster,,Co,,,
728,39,,Fudge,,Co,,,
729,39,,Gallego,,Co,,,
730,39,,Garamendi,,Co,,,
731,39,,Grijalva,,Co,,,
732,39,,Gutiérrez,,Co,,,
733,39,,Hanabusa,,Co,,,
734,39,,Hastings,,Co,,,
735,39,,Heck,,Co,,,
736,39,,Norton,,Co,,,
737,39,,Huffman,,Co,,,
738,39,Jackson,Lee,,Co,,,
739,39,,Jayapal,,Co,,,
740,39,,Jeffries,,Co,,,
741,39,,Kaptur,,Co,,,
742,39,,Keating,,Co,,,
743,39,,Kennedy,,Co,,,
744,39,,Khanna,,Co,,,
745,39,,Kihuen,,Co,,,
746,39,,Kildee,,Co,,,
747,39,,Kilmer,,Co,,,
748,39,,Kind,,Co,,,
749,39,,Langevin,,Co,,,
750,39,,Lawrence,,Co,,,
751,39,,Lee,,Co,,,
752,39,,Levin,,Co,,,
753,39,,Loebsack,,Co,,,
754,39,,Lofgren,,Co,,,
755,39,,Lowenthal,,Co,,,
756,39,,Lowey,,Co,,,
757,39,,Lynch,,Co,,,
758,39,,Matsui,,Co,,,
759,39,,McCollum,,Co,,,
760,39,,McEachin,,Co,,,
761,39,,McGovern,,Co,,,
762,39,,McNerney,,Co,,,
763,39,,Meeks,,Co,,,
764,39,,Meng,,Co,,,
765,39,,Moore,,Co,,,
766,39,,Moulton,,Co,,,
767,39,,Nadler,,Co,,,
768,39,,Napolitano,,Co,,,
769,39,,Nolan,,Co,,,
770,39,,Norcross,,Co,,,
771,39,,OHalleran,,Co,,,
772,39,,ORourke,,Co,,,
773,39,,Pallone,,Co,,,
774,39,,Panetta,,Co,,,
775,39,,Pascrell,,Co,,,
776,39,,Payne,,Co,,,
777,39,,Perlmutter,,Co,,,
778,39,,Peters,,Co,,,
779,39,,Pingree,,Co,,,
780,39,,Plaskett,,Co,,,
781,39,,Pocan,,Co,,,
782,39,,Polis,,Co,,,
783,39,,Quigley,,Co,,,
784,39,,Raskin,,Co,,,
785,39,,Richmond,,Co,,,
786,39,,Rosen,,Co,,,
787,39,,Roybal-Allard,,Co,,,
788,39,,Rush,,Co,,,
789,39,,Sánchez,,Co,,,
790,39,,Sarbanes,,Co,,,
791,39,,Schakowsky,,Co,,,
792,39,,Schiff,,Co,,,
793,39,,Schneider,,Co,,,
794,39,,Schrader,,Co,,,
795,39,,Serrano,,Co,,,
796,39,,Shea-Porter,,Co,,,
797,39,,Sherman,,Co,,,
798,39,,Sires,,Co,,,
799,39,,Slaughter,,Co,,,
800,39,,Soto,,Co,,,
801,39,,Speier,,Co,,,
802,39,,Suozzi,,Co,,,
803,39,,Takano,,Co,,,
804,39,,Titus,,Co,,,
805,39,,Torres,,Co,,,
806,39,,Tsongas,,Co,,,
807,39,,Vargas,,Co,,,
808,39,,Veasey,,Co,,,
809,39,,Vela,,Co,,,
810,39,,Velázquez,,Co,,,
811,39,,Walz,,Co,,,
812,39,Wasserman,Schultz,,Co,,,
813,39,Watson,Coleman,,Co,,,
814,39,,Welch,,Co,,,
815,39,,Yarmuth,,Co,,,
816,39,,Himes,,Co,,,
817,39,,Doggett,,Co,,,
818,39,,Cooper,,Co,,,
819,39,,Tonko,,Co,,,
820,39,,Aguilar,,Co,,,
821,39,,Cuellar,,Co,,,
822,39,,Krishnamoorthi,,Co,,,
823,39,,Ruppersberger,,Co,,,
824,39,,Courtney,,Co,,,
825,39,,Correa,,Co,,,
826,39,,Ruiz,,Co,,,
827,40,,Meeks,,Primary,INTRODUCED,Senator,
828,40,,Barragán,,Co,INTRODUCED,Senator,
829,40,,Rosen,,Co,INTRODUCED,Senator,
830,40,,Hastings,,Co,INTRODUCED,Senator,
831,40,,Lee,,Co,INTRODUCED,Senator,
832,40,,Gutiérrez,,Co,INTRODUCED,Senator,
833,40,,Richmond,,Co,INTRODUCED,Senator,
834,40,,Kaptur,,Co,INTRODUCED,Senator,
835,40,,Ellison,,Co,INTRODUCED,Senator,
836,40,,Evans,,Co,INTRODUCED,Senator,
837,40,Blunt,Rochester,,Co,INTRODUCED,Senator,
838,40,,Serrano,,Co,INTRODUCED,Senator,
839,40,,Norton,,Co,INTRODUCED,Senator,
840,40,,Vela,,Co,INTRODUCED,Senator,
841,40,,Schakowsky,,Co,INTRODUCED,Senator,
842,40,,Sires,,Co,INTRODUCED,Senator,
843,40,,Courtney,,Co,INTRODUCED,Senator,
844,40,Jackson,Lee,,Co,INTRODUCED,Senator,
845,40,,Rush,,Co,INTRODUCED,Senator,
846,40,,McCollum,,Co,INTRODUCED,Senator,
847,40,,Quigley,,Co,INTRODUCED,Senator,
848,40,,Moulton,,Co,INTRODUCED,Senator,
849,41,,Scott,,Primary,INTRODUCED,Representative,
850,41,,Casey,,Co,INTRODUCED,Representative,
851,41,,Wyden,,Co,INTRODUCED,Representative,
852,41,,Bennet,,Co,INTRODUCED,Representative,
853,41,,Graham,,Co,INTRODUCED,Representative,
854,42,,Gomez,,Co,INTRODUCED,Representative,
855,42,,Espaillat,,Co,INTRODUCED,Representative,
856,43,,Roskam,,Primary,INTRODUCED,Representative,
857,43,,Deutch,,Co,INTRODUCED,Representative,
858,43,,Nadler,,Co,INTRODUCED,Representative,
859,43,McMorris,Rodgers,,Co,INTRODUCED,Representative,
860,43,,Ros-Lehtinen,,Co,INTRODUCED,Representative,
861,43,,Granger,,Co,INTRODUCED,Representative,
862,43,,Lowey,,Co,INTRODUCED,Representative,
863,43,,Sherman,,Co,INTRODUCED,Representative,
864,43,,Veasey,,Co,INTRODUCED,Representative,
865,43,,Buck,,Co,INTRODUCED,Representative,
866,43,,Engel,,Co,INTRODUCED,Representative,
867,44,,Serrano,,Primary,INTRODUCED,Representative,
868,44,,Jeffries,,Co,INTRODUCED,Representative,
869,44,,DelBene,,Co,INTRODUCED,Representative,
870,44,,Napolitano,,Co,INTRODUCED,Representative,
871,44,,Meeks,,Co,INTRODUCED,Representative,
872,44,,Jayapal,,Co,INTRODUCED,Representative,
873,44,,Velázquez,,Co,INTRODUCED,Representative,
874,44,,Lofgren,,Co,INTRODUCED,Representative,
875,44,,Espaillat,,Co,INTRODUCED,Representative,
876,44,,Kilmer,,Co,INTRODUCED,Representative,
877,44,,Sablan,,Co,INTRODUCED,Representative,
878,45,,Demings,,Co,INTRODUCED,Representative,
879,45,,DeSaulnier,,Co,INTRODUCED,Representative,
880,45,,Dingell,,Co,INTRODUCED,Representative,
881,45,,Ellison,,Co,INTRODUCED,Representative,
882,45,,Evans,,Co,INTRODUCED,Representative,
883,45,,Norton,,Co,INTRODUCED,Representative,
884,45,,Jayapal,,Co,INTRODUCED,Representative,
885,45,,Quigley,,Co,INTRODUCED,Representative,
886,45,Wasserman,Schultz,,Co,INTRODUCED,Representative,
887,46,Jackson,Lee,,Primary,,,
888,46,,,,Co,,,
889,47,,Nelson,,Primary,,,
890,47,,Rubio,,Co,,,
891,47,Cortez,Masto,,Co,,,
892,47,,Cornyn,,Co,,,
893,47,,Murphy,,Co,,,
894,47,,Ernst,,Co,,,
895,47,,Markey,,Co,,,
896,47,,Baldwin,,Co,,,
897,47,,Whitehouse,,Co,,,
898,47,,Carper,,Co,,,
899,47,,Feinstein,,Co,,,
900,47,,Warren,,Co,,,
901,47,,Hirono,,Co,,,
902,47,,Durbin,,Co,,,
903,47,,Hassan,,Co,,,
904,47,,Coons,,Co,,,
905,47,,Brown,,Co,,,
906,47,,Kaine,,Co,,,
907,47,,Casey,,Co,,,
908,47,,Menendez,,Co,,,
909,47,,Blumenthal,,Co,,,
910,47,Van,Hollen,,Co,,,6
911,47,,Smith,,Co,,,
912,47,,Peters,,Co,,,
913,47,,Duckworth,,Co,,,
914,47,,Merkley,,Co,,,
915,47,,Inhofe,,Co,,,
916,47,,Heller,,Co,,,
917,47,,Klobuchar,,Co,,,
918,47,,Toomey,,Co,,,
919,47,,Schatz,,Co,,,
920,47,,Collins,,Co,,,
921,47,,Cardin,,Co,,,
922,48,,Fudge,,Primary,INTRODUCED,Representative,
923,48,,Tiberi,,Co,INTRODUCED,Representative,
924,48,,Kind,,Co,INTRODUCED,Representative,
925,48,,Reichert,,Co,INTRODUCED,Representative,
926,49,,Gomez,,Primary,,,
927,49,,Demings,,Co,,,
928,49,,Soto,,Co,,,
929,50,,,,Primary,ENGROSSED,Representative,
930,50,,,,Co,ENGROSSED,Representative,
931,51,,,,Primary,REFERRED,Senator,
932,51,,,,Co,REFERRED,Senator,
933,52,,,,Primary,INTRODUCED,Senator,
934,52,,,,Co,INTRODUCED,Senator,
935,53,,Duckworth,,Primary,,,
936,53,,Hirono,,Co,,,
937,53,,Blumenthal,,Co,,,
938,53,,Schatz,,Co,,,
939,53,,Booker,,Co,,,
940,53,,Feinstein,,Co,,,
941,54,,Nelson,,Primary,INTRODUCED,Representative,
942,54,,Rubio,,Co,INTRODUCED,Representative,
943,54,,Durbin,,Co,INTRODUCED,Representative,
944,54,Van,Hollen,,Co,INTRODUCED,Representative,6
945,54,,Blumenthal,,Co,INTRODUCED,Representative,
946,54,,Coons,,Co,INTRODUCED,Representative,
947,54,,Baldwin,,Co,INTRODUCED,Representative,
948,54,,Markey,,Co,INTRODUCED,Representative,
949,54,,Hassan,,Co,INTRODUCED,Representative,
950,54,,Carper,,Co,INTRODUCED,Representative,
951,54,,Whitehouse,,Co,INTRODUCED,Representative,
952,54,,Gillibrand,,Co,INTRODUCED,Representative,
953,54,,Warren,,Co,INTRODUCED,Representative,
954,54,,King,,Co,INTRODUCED,Representative,
955,54,,Casey,,Co,INTRODUCED,Representative,
956,54,,Franken,,Co,INTRODUCED,Representative,
957,54,,Booker,,Co,INTRODUCED,Representative,
958,54,Cortez,Masto,,Co,INTRODUCED,Representative,
959,54,,Menendez,,Co,INTRODUCED,Representative,
960,54,,Schatz,,Co,INTRODUCED,Representative,
961,54,,Merkley,,Co,INTRODUCED,Representative,
962,54,,Feinstein,,Co,INTRODUCED,Representative,
963,54,,McCain,,Co,INTRODUCED,Representative,
964,54,,Enzi,,Co,INTRODUCED,Representative,
965,54,,Rounds,,Co,INTRODUCED,Representative,
966,54,,Inhofe,,Co,INTRODUCED,Representative,
967,54,,Murkowski,,Co,INTRODUCED,Representative,
968,54,,Sullivan,,Co,INTRODUCED,Representative,
969,55,,Takano,,Primary,INTRODUCED,Representative,
970,55,,,,Co,INTRODUCED,Representative,
971,56,,,,Co,INTRODUCED,Representative,
972,57,,Cooper,,Primary,INTRODUCED,Representative,
973,57,,Peterson,,Co,INTRODUCED,Representative,
974,57,,Sinema,,Co,INTRODUCED,Representative,
975,57,,Costa,,Co,INTRODUCED,Representative,
976,57,,Schrader,,Co,INTRODUCED,Representative,
977,57,,OHalleran,,Co,INTRODUCED,Representative,
978,58,,Chabot,,Primary,,,
979,58,,,,Co,,,
980,59,,McCarthy,,Primary,,,
981,59,,,,Co,,,
982,60,,Bilirakis,,Co,INTRODUCED,Senator,
983,61,,Murray,,Primary,,,
984,61,,Gillibrand,,Co,,,
985,61,,Baldwin,,Co,,,
986,62,,Booker,,Primary,INTRODUCED,Senator,
987,62,Cortez,Masto,,Co,INTRODUCED,Senator,
988,62,,Baldwin,,Co,INTRODUCED,Senator,
989,62,,Harris,,Co,INTRODUCED,Senator,
990,63,,Casey,,Primary,,,
991,63,,Warren,,Co,,,
992,63,,Whitehouse,,Co,,,
993,63,,Bennet,,Co,,,
994,63,,Hirono,,Co,,,
995,63,,Heitkamp,,Co,,,
996,63,,Stabenow,,Co,,,
997,63,,Klobuchar,,Co,,,
998,63,,Shaheen,,Co,,,
999,63,,Harris,,Co,,,
1000,63,,Kaine,,Co,,,
1001,63,Cortez,Masto,,Co,,,
1002,63,,Booker,,Co,,,
1003,63,,Blumenthal,,Co,,,
1004,63,,Feinstein,,Co,,,
1005,63,,Baldwin,,Co,,,
1006,63,,Murray,,Co,,,
1007,63,,Gillibrand,,Co,,,
1008,63,,Coons,,Co,,,
1009,63,,Wyden,,Co,,,
1010,63,,Brown,,Co,,,
1011,63,,Warner,,Co,,,
1012,63,,Cantwell,,Co,,,
1013,63,,Carper,,Co,,,
1014,63,,Reed,,Co,,,
1015,63,,Smith,,Co,,,
1016,63,,Markey,,Co,,,
1017,63,,Leahy,,Co,,,
1018,63,,Hassan,,Co,,,
1019,63,,Nelson,,Co,,,
1020,63,,Cardin,,Co,,,
1021,63,,Peters,,Co,,,
1022,64,,Quigley,,Primary,,,
1023,64,,Kaptur,,Co,,,
1024,64,,Nadler,,Co,,,
1025,64,,Napolitano,,Co,,,
1026,64,,Speier,,Co,,,
1027,64,,Moore,,Co,,,
1028,64,,Cicilline,,Co,,,
1029,64,,Cohen,,Co,,,
1030,65,Watson,Coleman,,Primary,INTRODUCED,Representative,
1031,65,,Lawrence,,Co,INTRODUCED,Representative,
1032,65,,Foster,,Co,INTRODUCED,Representative,
1033,65,,Adams,,Co,INTRODUCED,Representative,
1034,65,,Nolan,,Co,INTRODUCED,Representative,
1035,65,,Garamendi,,Co,INTRODUCED,Representative,
1036,65,,Dingell,,Co,INTRODUCED,Representative,
1037,65,,Torres,,Co,INTRODUCED,Representative,
1038,65,,Ellison,,Co,INTRODUCED,Representative,
1039,65,,McNerney,,Co,INTRODUCED,Representative,
1040,65,,Sablan,,Co,INTRODUCED,Representative,
1041,65,,Pallone,,Co,INTRODUCED,Representative,
1042,65,,Takano,,Co,INTRODUCED,Representative,
1043,65,,Napolitano,,Co,INTRODUCED,Representative,
1044,65,,Vargas,,Co,INTRODUCED,Representative,
1045,65,,Speier,,Co,INTRODUCED,Representative,
1046,65,,Hastings,,Co,INTRODUCED,Representative,
1047,65,,Sires,,Co,INTRODUCED,Representative,
1048,65,,Cohen,,Co,INTRODUCED,Representative,
1049,65,,Moore,,Co,INTRODUCED,Representative,
1050,66,,Meng,,Primary,INTRODUCED,Representative,
1051,66,,,,Co,INTRODUCED,Representative,
1052,67,,Sánchez,,Primary,,,
1053,67,,Pocan,,Co,,,
1054,67,,Gallego,,Co,,,
1055,67,,Ros-Lehtinen,,Co,,,
1056,67,,Quigley,,Co,,,
1057,67,,MacArthur,,Co,,,
1058,67,,Sinema,,Co,,,
1059,67,,Kildee,,Co,,,
1060,67,,Lowenthal,,Co,,,
1061,67,,Cicilline,,Co,,,
1062,68,,McKinley,,Co,,,
1063,68,,Diaz-Balart,,Co,,,
1064,68,,Blum,,Co,,,
1065,68,,Stefanik,,Co,,,
1066,68,,Bacon,,Co,,,
1067,68,,Valadao,,Co,,,
1068,68,,Knight,,Co,,,
1069,68,,Bost,,Co,,,
1070,68,Herrera,Beutler,,Co,,,
1071,68,,Renacci,,Co,,,
1072,68,,LoBiondo,,Co,,,
1073,68,,Newhouse,,Co,,,
1074,68,,Hurd,,Co,,,
1075,68,,Huizenga,,Co,,,
1076,68,,Upton,,Co,,,
1077,68,,Coffman,,Co,,,
1078,68,,Yoder,,Co,,,
1079,68,,Katko,,Co,,,
1080,68,,Donovan,,Co,,,
1081,68,,McSally,,Co,,,
1082,69,,Bass,,Co,INTRODUCED,Senator,
1083,69,,Pocan,,Co,INTRODUCED,Senator,
1084,69,,Hastings,,Co,INTRODUCED,Senator,
1085,69,,Norton,,Co,INTRODUCED,Senator,
1086,69,,Lee,,Co,INTRODUCED,Senator,
1087,69,,Demings,,Co,INTRODUCED,Senator,
1088,70,,Durbin,,Primary,INTRODUCED,Representative,
1089,70,,,,Co,INTRODUCED,Representative,
1090,71,,Krishnamoorthi,,Primary,INTRODUCED,Senator,
1091,72,,Hirono,,Primary,INTRODUCED,Representative,
1092,72,,,,Co,INTRODUCED,Representative,
1093,73,,Ruiz,,Primary,INTRODUCED,Representative,
1094,73,,Barragán,,Co,INTRODUCED,Representative,
1095,73,Jackson,Lee,,Co,INTRODUCED,Representative,
1096,73,,Roybal-Allard,,Co,INTRODUCED,Representative,
1097,73,,Evans,,Co,INTRODUCED,Representative,
1098,73,,Jayapal,,Co,INTRODUCED,Representative,
1099,73,,McEachin,,Co,INTRODUCED,Representative,
1100,73,,Hastings,,Co,INTRODUCED,Representative,
1101,73,,Payne,,Co,INTRODUCED,Representative,
1102,73,,Gutiérrez,,Co,INTRODUCED,Representative,
1103,73,,Carbajal,,Co,INTRODUCED,Representative,
1104,73,,Kihuen,,Co,INTRODUCED,Representative,
1105,74,,Ros-Lehtinen,,Primary,INTRODUCED,Representative,
1106,74,,Connolly,,Co,INTRODUCED,Representative,
1107,75,,Katko,,Primary,INTRODUCED,Senator,
1108,75,,Donovan,,Co,INTRODUCED,Senator,
1109,75,,Garamendi,,Co,INTRODUCED,Senator,
1110,75,,Grijalva,,Co,INTRODUCED,Senator,
1111,75,,Jeffries,,Co,INTRODUCED,Senator,
1112,75,,Lipinski,,Co,INTRODUCED,Senator,
1113,75,,McCollum,,Co,INTRODUCED,Senator,
1114,75,,Walz,,Co,INTRODUCED,Senator,
1115,75,,Velázquez,,Co,INTRODUCED,Senator,
1116,75,,Zeldin,,Co,INTRODUCED,Senator,
1117,75,,Connolly,,Co,INTRODUCED,Senator,
1118,75,,Norton,,Co,INTRODUCED,Senator,
1119,75,,Comstock,,Co,INTRODUCED,Senator,
1120,75,,Upton,,Co,INTRODUCED,Senator,
1121,75,,Dent,,Co,INTRODUCED,Senator,
1122,75,,Reed,,Co,INTRODUCED,Senator,
1123,75,,Pocan,,Co,INTRODUCED,Senator,
1124,75,,Stefanik,,Co,INTRODUCED,Senator,
1125,75,,Soto,,Co,INTRODUCED,Senator,
1126,75,,Kilmer,,Co,INTRODUCED,Senator,
1127,76,,Scott,,Primary,,,
1128,76,,Grassley,,Co,,,
1129,77,,Enzi,,Primary,INTRODUCED,Senator,
1130,77,,Heitkamp,,Co,INTRODUCED,Senator,
1131,77,,Risch,,Co,INTRODUCED,Senator,
1132,77,,Merkley,,Co,INTRODUCED,Senator,
1133,77,,Hoeven,,Co,INTRODUCED,Senator,
1134,77,,Crapo,,Co,INTRODUCED,Senator,
1135,77,,Thune,,Co,INTRODUCED,Senator,
1136,77,,Inhofe,,Co,INTRODUCED,Senator,
1137,77,,Barrasso,,Co,INTRODUCED,Senator,
1138,77,,Tester,,Co,INTRODUCED,Senator,
1139,77,,Udall,,Co,INTRODUCED,Senator,
1140,77,,Rounds,,Co,INTRODUCED,Senator,
1141,77,,Bennet,,Co,INTRODUCED,Senator,
1142,77,Cortez,Masto,,Co,INTRODUCED,Senator,
1143,77,,Heller,,Co,INTRODUCED,Senator,
1144,78,,Booker,,Primary,INTRODUCED,Representative,
1145,78,,Durbin,,Co,INTRODUCED,Representative,
1146,78,,Carper,,Co,INTRODUCED,Representative,
1147,78,,Schatz,,Co,INTRODUCED,Representative,
1148,78,,Udall,,Co,INTRODUCED,Representative,
1149,78,,Whitehouse,,Co,INTRODUCED,Representative,
1150,78,,Gillibrand,,Co,INTRODUCED,Representative,
1151,78,,Markey,,Co,INTRODUCED,Representative,
1152,78,,Merkley,,Co,INTRODUCED,Representative,
1153,78,,Warren,,Co,INTRODUCED,Representative,
1154,78,,Harris,,Co,INTRODUCED,Representative,
1155,78,,Sanders,,Co,INTRODUCED,Representative,
1156,79,,Conyers,,Co,INTRODUCED,Senator,
1157,79,,Lofgren,,Co,INTRODUCED,Senator,
1158,79,,Lee,,Co,INTRODUCED,Senator,
1159,79,,Dingell,,Co,INTRODUCED,Senator,
1160,79,,Meng,,Co,INTRODUCED,Senator,
1161,79,,Napolitano,,Co,INTRODUCED,Senator,
1162,79,,Hanabusa,,Co,INTRODUCED,Senator,
1163,80,,Murphy,,Primary,INTRODUCED,Representative,
1164,80,,Cantwell,,Co,INTRODUCED,Representative,
1165,80,,Merkley,,Co,INTRODUCED,Representative,
1166,80,,Blumenthal,,Co,INTRODUCED,Representative,
1167,80,,Coons,,Co,INTRODUCED,Representative,
1168,80,,Schatz,,Co,INTRODUCED,Representative,
1169,80,,Baldwin,,Co,INTRODUCED,Representative,
1170,80,Van,Hollen,,Co,INTRODUCED,Representative,6
1171,80,,Booker,,Co,INTRODUCED,Representative,
1172,80,,Murray,,Co,INTRODUCED,Representative,
1173,81,,Rush,,Primary,INTRODUCED,Representative,
1174,81,,,,Co,INTRODUCED,Representative,
1175,82,,Norton,,Primary,INTRODUCED,Senator,
1176,82,,Richmond,,Co,INTRODUCED,Senator,
1177,82,,Conyers,,Co,INTRODUCED,Senator,
1178,82,Watson,Coleman,,Co,INTRODUCED,Senator,
1179,82,,Bass,,Co,INTRODUCED,Senator,
1180,82,,Napolitano,,Co,INTRODUCED,Senator,
1181,82,Jackson,Lee,,Co,INTRODUCED,Senator,
1182,82,,Beatty,,Co,INTRODUCED,Senator,
1183,82,,Jayapal,,Co,INTRODUCED,Senator,
1184,83,,Murphy,,Primary,INTRODUCED,Senator,
